Building: Dabney Hall
39.132114568944154,-84.51332677812313
39.131635835397454,-84.51338268040986
39.13163509979984,-84.51336561093622
39.131558229803126,-84.51337414567304
39.131551609416704,-84.51326366824637
39.13161560645932,-84.51325703011776
39.13161597425823,-84.51324233140433
39.13163399640333,-84.51324233140433
39.131620729505485,-84.51300162627119
39.1315718357462,-84.51300229682344
39.131571315599636,-84.51301637842077
39.13119360464611,-84.51305777021805
39.13119100389932,-84.51300345548549
39.131169194588374,-84.51300541370611
39.13116441317182,-84.51295278282905
39.1311872168478,-84.51294946376473
39.1311872168478,-84.51293097183492
39.13163212877554,-84.51288243984152
39.13163212877554,-84.51289950931515
39.131713465319415,-84.51289080609358
39.13173908871077,-84.51324004339855
39.132104493791175,-84.51319978234787
